Id,team_goals,opp_goals
M035137_Ivory Coast,5,0
M035138_New Caledonia,8,0
M035138_American Samoa,0,8
M035139_Namibia,1,0
M035139_Gambia,0,1
M035140_Mali,3,0
M035140_Cape Verde,0,3
M035141_Tanzania,1,1
M035141_Algeria,1,1
M035142_Malawi,0,0
M035142_Tunisia,0,0
M035143_Kiribati,1,17
M035143_Papua New Guinea,17,1
M035144_Honduras,0,2
M035144_Colombia,2,0
M035145_Guam,1,4
M035145_Vanuatu,4,1
M035146_Cook Islands,1,4
M035146_Fiji,4,1
M035147_Cameroon,5,0
M035147_Mauritius,0,5
M035148_Burkina Faso,1,0
M035148_Equatorial Guinea,0,1
M035149_Libya,1,0
M035149_Mozambique,0,1
W004420_Australia,5,1
W004420_Thailand,1,5
W004421_China PR,0,0
W004421_North Korea,0,0
W004422_South Korea,1,2
W004422_Japan,2,1
M035150_Central African Republic,0,0
M035150_Morocco,0,0
M035151_Angola,2,0
M035151_Uganda,0,2
M035152_Comoros,1,2
M035152_Zambia,2,1
M035153_Niger,2,1
M035153_South Africa,1,2
M035154_Congo,0,1
M035154_Sudan,1,0
M035155_Guinea,1,0
M035155_Ethiopia,0,1
M035156_Madagascar,0,2
M035156_Nigeria,2,0
M035157_Burundi,1,1
M035157_Benin,1,1
M035158_Togo,1,0
M035158_Botswana,0,1
M035159_Zimbabwe,3,0
M035159_Liberia,0,3
M035160_Mexico,1,0
M035160_Chile,0,1
W004423_Mozambique,0,1
W004423_Cameroon,1,0
M035161_Kiribati,1,17
M035161_Tahiti,17,1
M035162_Guam,1,1
M035162_Tuvalu,1,1
M035163_Brazil,1,0
M035163_Ghana,0,1
M035164_Bolivia,0,0
M035164_Peru,0,0
M035165_American Samoa,0,8
M035165_Vanuatu,8,0
M035166_Papua New Guinea,0,2
M035166_Fiji,2,0
M035167_New Caledonia,1,2
M035167_Solomon Islands,2,1
W004424_China PR,2,0
W004424_Thailand,0,2
W004425_Japan,1,0
W004425_Australia,0,1
W004426_South Korea,2,3
W004426_North Korea,3,2
W004427_Tanzania,1,2
W004427_Ghana,2,1
W004428_South Africa,4,1
W004428_Zimbabwe,1,4
W004429_Tahiti,4,0
W004429_American Samoa,0,4
W004430_Solomon Islands,0,1
W004430_Papua New Guinea,1,0
W004431_Tonga,0,0
W004431_Guam,0,0
W004432_Fiji,1,0
W004432_Cook Islands,0,1
M035168_Barbados,0,2
M035168_Trinidad and Tobago,2,0
M035169_Austria,0,0
M035169_Turkey,0,0
M035170_Argentina,3,1
M035170_Nigeria,1,3
M035171_Belgium,1,0
M035171_United States,0,1
M035172_Bosnia and Herzegovina,1,0
M035172_Belarus,0,1
M035173_Azerbaijan,3,2
M035173_Kazakhstan,2,3
M035174_Belize,1,2
M035174_Guatemala,2,1
M035175_Croatia,3,1
M035175_Israel,1,3
M035176_Russia,0,0
M035176_Republic of Ireland,0,0
M035177_Malta,1,1
M035177_Georgia,1,1
M035178_Moldova,0,2
M035178_Hungary,2,0
M035179_Nicaragua,1,2
M035179_Panama,2,1
M035180_Poland,2,2
M035180_Germany,2,2
M035181_Puerto Rico,0,3
M035181_Canada,3,0
M035182_Qatar,1,1
M035182_Iran,1,1
M035183_Romania,0,0
M035183_France,0,0
M035184_San Marino,0,5
M035184_Sweden,5,0
M035185_North Macedonia,1,0
M035185_Andorra,0,1
M035186_Saudi Arabia,1,3
M035186_Australia,3,1
M035187_Serbia,3,1
M035187_Faroe Islands,1,3
M035188_Singapore,0,2
M035188_Iraq,2,0
M035189_Slovakia,0,4
M035189_Armenia,4,0
M035190_Spain,6,0
M035190_Liechtenstein,0,6
M035191_Saint Lucia,2,4
M035191_Saint Kitts and Nevis,4,2
M035192_Switzerland,3,1
M035192_Bulgaria,1,3
M035193_Thailand,3,0
M035193_Oman,0,3
M035194_Uzbekistan,1,1
M035194_Japan,1,1
M035195_Scotland,1,0
M035195_Lithuania,0,1
M035196_Venezuela,2,1
M035196_Guinea,1,2
M035197_Luxembourg,2,1
M035197_Albania,1,2
M035198_Latvia,1,1
M035198_Greece,1,1
M035199_Curaçao,2,4
M035199_Haiti,4,2
M035200_Czech Republic,4,0
M035200_Ukraine,0,4
M035201_Denmark,2,0
M035201_Norway,0,2
M035202_Dominican Republic,1,1
M035202_Suriname,1,1
M035203_Ecuador,4,0
M035203_Costa Rica,0,4
M035204_England,1,0
M035204_Wales,0,1
M035205_Estonia,4,1
M035205_Northern Ireland,1,4
M035206_Finland,0,2
M035206_Netherlands,2,0
M035207_Lebanon,3,1
M035207_United Arab Emirates,1,3
M035208_Gabon,1,0
M035208_Niger,0,1
M035209_Honduras,0,3
M035209_Paraguay,3,0
M035210_Iceland,1,0
M035210_Cyprus,0,1
M035211_Indonesia,0,2
M035211_Bahrain,2,0
M035212_Italy,1,0
M035212_Slovenia,0,1
M035213_Jamaica,0,2
M035213_Colombia,2,0
M035214_Jordan,2,1
M035214_China PR,1,2
M035215_North Korea,1,0
M035215_Tajikistan,0,1
M035216_Kuwait,1,1
M035216_South Korea,1,1
M035217_Guyana,2,1
M035217_Bermuda,1,2
M035218_United States Virgin Islands,1,8
M035218_Antigua and Barbuda,8,1
M035219_Cayman Islands,1,4
M035219_El Salvador,4,1
M035220_New Caledonia,3,1
M035220_Tahiti,1,3
M035221_Solomon Islands,2,1
M035221_Fiji,1,2
M035222_Equatorial Guinea,3,0
M035222_Central African Republic,0,3
W004433_Algeria,0,3
W004433_Cameroon,3,0
W004434_Papua New Guinea,4,0
W004434_Fiji,0,4
W004435_New Caledonia,3,2
W004435_Tonga,2,3
W004436_Zimbabwe,1,2
W004436_Ghana,2,1
W004437_South Africa,2,2
W004437_Tanzania,2,2
W004438_China PR,0,1
W004438_Australia,1,0
W004439_North Korea,1,1
W004439_Japan,1,1
W004440_Thailand,0,3
W004440_South Korea,3,0
M035223_Tahiti,2,1
M035223_Fiji,1,2
M035224_New Caledonia,2,0
M035224_Solomon Islands,0,2
W004441_New Caledonia,1,2
W004441_Papua New Guinea,2,1
W004442_Tonga,0,1
W004442_Fiji,1,0
W004443_Mozambique,1,7
W004443_Algeria,7,1
M035225_Saint Vincent and the Grenadines,1,0
M035225_Dominica,0,1
W004444_China PR,0,1
W004444_Japan,1,0
W004445_South Korea,1,2
W004445_Australia,2,1
W004446_Tanzania,2,2
W004446_Zimbabwe,2,2
W004447_Thailand,0,5
W004447_North Korea,5,0
W004448_South Africa,2,2
W004448_Ghana,2,2
W004449_Cameroon,2,0
W004449_South Africa,0,2
M035226_Argentina,0,0
M035226_Brazil,0,0
W004450_Israel,0,5
W004450_France,5,0
W004451_Algeria,0,3
W004451_Ghana,3,0
W004452_Algeria,3,0
W004452_South Africa,0,3
W004453_Ghana,0,1
W004453_Cameroon,1,0
W004454_Austria,1,1
W004454_Czech Republic,1,1
W004455_Armenia,0,8
W004455_Portugal,8,0
W004456_Serbia,2,2
W004456_England,2,2
W004457_Wales,0,2
W004457_Republic of Ireland,2,0
W004458_Iceland,3,1
W004458_Norway,1,3
W004459_Turkey,1,10
W004459_Spain,10,1
W004460_Germany,4,1
W004460_Switzerland,1,4
W004461_Kazakhstan,0,3
W004461_Romania,3,0
W004462_Bosnia and Herzegovina,0,1
W004462_Italy,1,0
W004463_Belgium,2,1
W004463_Hungary,1,2
M035227_Saint Vincent and the Grenadines,2,1
M035227_Grenada,1,2
W004464_Estonia,1,4
W004464_Ukraine,4,1
W004465_Netherlands,6,0
W004465_Serbia,0,6
W004466_Armenia,0,5
W004466_Denmark,5,0
W004467_Iceland,0,0
W004467_Belgium,0,0
W004468_Poland,0,20
W004468_Russia,20,0
W004469_Switzerland,4,1
W004469_Romania,1,4
W004470_Norway,6,0
W004470_Hungary,0,6
W004471_Kazakhstan,2,0
W004471_Turkey,0,2
W004472_Republic of Ireland,1,3
W004472_France,3,1
W004473_England,4,0
W004473_Slovenia,0,4
M035228_Suriname,2,0
M035228_Curaçao,0,2
M035229_Suriname,2,2
M035229_Curaçao,2,2
M035230_Brazil,2,0
M035230_Argentina,0,2
M035231_Antigua and Barbuda,1,0
M035231_Martinique,0,1
M035232_Hong Kong,3,3
M035232_Philippines,3,3
W004474_Guatemala,3,1
W004474_Honduras,1,3
W004475_Costa Rica,5,0
W004475_Nicaragua,0,5
M035233_Ethiopia,1,2
M035233_Sudan,2,1
M035234_Hong Kong,5,1
M035234_Macau,1,5
M035235_Antigua and Barbuda,1,2
M035235_Martinique,2,1
W004476_Guatemala,4,0
W004476_Nicaragua,0,4
W004477_El Salvador,2,6
W004477_Costa Rica,6,2
W004478_Bahrain,12,0
W004478_Iraq,0,12
W004479_Jordan,8,1
W004479_Palestine,1,8
M035236_Philippines,2,0
M035236_Macau,0,2
M035237_Ethiopia,0,0
M035237_Malawi,0,0
W004480_Nicaragua,1,3
W004480_El Salvador,3,1
W004481_United Arab Emirates,6,0
W004481_Syria,0,6
W004482_Iran,8,1
W004482_Lebanon,1,8
W004483_Costa Rica,4,0
W004483_Honduras,0,4
M035238_Iran,7,0
M035238_Palestine,0,7
W004484_Jordan,2,2
W004484_Bahrain,2,2
W004485_Palestine,3,0
W004485_Iraq,0,3
M035239_Thailand,0,0
M035239_Jordan,0,0
M035240_China PR,2,1
M035240_United Arab Emirates,1,2
W004486_Syria,0,1
W004486_Lebanon,1,0
W004487_Guatemala,2,5
W004487_Costa Rica,5,2
W004488_Honduras,1,6
W004488_El Salvador,6,1
W004489_United Arab Emirates,1,4
W004489_Iran,4,1
M035241_Argentina,4,1
M035241_Chile,1,4
M035242_Andorra,0,2
M035242_Republic of Ireland,2,0
M035243_Armenia,4,1
M035243_North Macedonia,1,4
M035244_Belize,1,4
M035244_Grenada,4,1
M035245_Azerbaijan,1,4
M035245_Austria,4,1
M035246_Netherlands,1,0
M035246_Moldova,0,1
M035247_Northern Ireland,1,2
M035247_Estonia,2,1
M035248_Peru,2,0
M035248_Paraguay,0,2
M035249_Portugal,5,3
M035249_Iceland,3,5
M035250_Puerto Rico,1,1
M035250_Saint Kitts and Nevis,1,1
M035251_Romania,2,2
M035251_Belarus,2,2
M035252_Serbia,1,1
M035252_Italy,1,1
M035253_Singapore,2,0
M035253_Philippines,0,2
M035254_Montenegro,2,2
M035254_England,2,2
M035255_Slovakia,0,1
M035255_Russia,1,0
M035256_Turkey,1,3
M035256_Germany,3,1
M035257_Ukraine,3,0
M035257_Bulgaria,0,3
M035258_Australia,5,0
M035258_Malaysia,0,5
M035259_United States Virgin Islands,0,7
M035259_Haiti,7,0
M035260_Wales,2,0
M035260_Switzerland,0,2
M035261_Saint Vincent and the Grenadines,0,3
M035261_Guatemala,3,0
M035262_Saint Lucia,0,7
M035262_Canada,7,0
M035263_Latvia,2,0
M035263_Malta,0,2
M035264_Uruguay,4,2
M035264_Bolivia,2,4
M035265_Japan,1,0
M035265_Vietnam,0,1
M035266_South Korea,2,2
M035266_Poland,2,2
M035267_Belgium,4,1
M035267_Kazakhstan,1,4
M035268_Barbados,0,2
M035268_Guyana,2,0
M035269_Bermuda,2,1
M035269_Trinidad and Tobago,1,2
M035270_Bosnia and Herzegovina,5,0
M035270_Luxembourg,0,5
M035271_DR Congo,2,3
M035271_Cameroon,3,2
M035272_Costa Rica,0,1
M035272_Brazil,1,0
M035273_Curaçao,0,1
M035273_Antigua and Barbuda,1,0
M035274_Cyprus,1,4
M035274_Denmark,4,1
M035275_Cayman Islands,0,1
M035275_Suriname,1,0
M035276_Dominica,0,5
M035276_Panama,5,0
M035277_Dominican Republic,1,2
M035277_El Salvador,2,1
M035278_Ecuador,2,0
M035278_Venezuela,0,2
M035279_Finland,1,2
M035279_Sweden,2,1
M035280_France,3,0
M035280_Albania,0,3
M035281_Indonesia,0,0
M035281_Saudi Arabia,0,0
M035282_Czech Republic,0,2
M035282_Spain,2,0
M035283_Gabon,2,0
M035283_Equatorial Guinea,0,2
M035284_Greece,2,0
M035284_Croatia,0,2
W004490_Iraq,0,4
W004490_Jordan,4,0
W004491_Bahrain,8,0
W004491_Palestine,0,8
M035285_Uganda,0,0
M035285_Kenya,0,0
M035286_United States,1,0
M035286_Honduras,0,1
M035287_Zambia,0,0
M035287_Libya,0,0
M035288_Tunisia,2,0
M035288_Togo,0,2
M035289_Eswatini,0,1
M035289_Congo,1,0
M035290_Liechtenstein,0,1
M035290_Scotland,1,0
M035291_South Africa,0,0
M035291_Sierra Leone,0,0
M035292_Cape Verde,2,1
M035292_Zimbabwe,1,2
M035293_Chad,2,2
M035293_Malawi,2,2
M035294_Egypt,3,0
M035294_Niger,0,3
M035295_Ethiopia,4,2
M035295_Madagascar,2,4
M035296_Gambia,1,1
M035296_Burkina Faso,1,1
M035297_Sudan,0,2
M035297_Ghana,2,0
M035298_Guinea-Bissau,0,2
M035298_Angola,2,0
M035299_Liberia,2,2
M035299_Mali,2,2
M035300_Mozambique,3,0
M035300_Comoros,0,3
M035301_Nigeria,2,2
M035301_Guinea,2,2
W004492_Guatemala,2,1
W004492_El Salvador,1,2
W004493_United Arab Emirates,5,0
W004493_Lebanon,0,5
W004494_Iran,4,1
W004494_Syria,1,4
W004495_Nicaragua,0,1
W004495_Honduras,1,0
M035302_Morocco,3,1
M035302_Tanzania,1,3
M035303_Ivory Coast,2,1
M035303_Burundi,1,2
M035304_Benin,0,1
M035304_Rwanda,1,0
M035305_Algeria,2,0
M035305_Central African Republic,0,2
M035306_Mauritius,0,2
M035306_Senegal,2,0
W004496_United Arab Emirates,4,0
W004496_Bahrain,0,4
W004497_Iran,3,2
W004497_Jordan,2,3
M035307_Georgia,1,2
M035307_Greece,2,1
M035308_United States,0,1
M035308_Ecuador,1,0
M035309_France,1,1
M035309_Bosnia and Herzegovina,1,1
M035310_North Korea,0,1
M035310_Uzbekistan,1,0
M035311_Kazakhstan,0,0
M035311_Austria,0,0
M035312_Japan,8,0
M035312_Tajikistan,0,8
M035313_Italy,3,0
M035313_Northern Ireland,0,3
M035314_Republic of Ireland,2,1
M035314_Armenia,1,2
M035315_Iran,6,0
M035315_Bahrain,0,6
M035316_Indonesia,2,3
M035316_Qatar,3,2
M035317_Hungary,0,0
M035317_Finland,0,0
M035318_Honduras,2,1
M035318_Jamaica,1,2
M035319_Haiti,2,2
M035319_Curaçao,2,2
M035320_Guatemala,3,1
M035320_Belize,1,3
M035321_Ghana,0,0
M035321_Nigeria,0,0
M035322_Albania,1,1
M035322_Romania,1,1
M035323_Antigua and Barbuda,10,0
M035323_United States Virgin Islands,0,10
M035324_Australia,3,0
M035324_Oman,0,3
M035325_Belarus,0,2
M035325_Poland,2,0
M035326_Bermuda,1,1
M035326_Guyana,1,1
M035327_Estonia,0,2
M035327_Ukraine,2,0
M035328_Bolivia,1,2
M035328_Colombia,2,1
M035329_Bulgaria,0,1
M035329_Wales,1,0
M035330_Canada,0,0
M035330_Puerto Rico,0,0
M035331_Chile,4,2
M035331_Peru,2,4
M035332_China PR,0,1
M035332_Iraq,1,0
M035333_Croatia,2,0
M035333_Latvia,0,2
M035334_Denmark,2,1
M035334_Portugal,1,2
M035335_South Korea,2,1
M035335_United Arab Emirates,1,2
M035336_El Salvador,4,0
M035336_Cayman Islands,0,4
M035337_Equatorial Guinea,1,1
M035337_Cameroon,1,1
M035338_Lithuania,1,4
M035338_Czech Republic,4,1
M035339_Venezuela,1,0
M035339_Argentina,0,1
M035340_Germany,3,1
M035340_Belgium,1,3
M035341_Turkey,1,0
M035341_Azerbaijan,0,1
M035342_Trinidad and Tobago,4,0
M035342_Barbados,0,4
M035343_Thailand,0,0
M035343_Saudi Arabia,0,0
M035344_Switzerland,2,0
M035344_Montenegro,0,2
M035345_Sweden,3,2
M035345_Netherlands,2,3
M035346_Suriname,1,3
M035346_Dominican Republic,3,1
M035347_Lebanon,2,2
M035347_Kuwait,2,2
M035348_Spain,3,1
M035348_Scotland,1,3
M035349_Saint Kitts and Nevis,1,1
M035349_Saint Lucia,1,1
M035350_Singapore,0,3
M035350_Jordan,3,0
M035351_Russia,6,0
M035351_Andorra,0,6
M035352_Philippines,4,0
M035352_Nepal,0,4
M035353_Paraguay,1,1
M035353_Uruguay,1,1
M035354_Panama,5,1
M035354_Nicaragua,1,5
M035355_Norway,3,1
M035355_Cyprus,1,3
M035356_Moldova,4,0
M035356_San Marino,0,4
M035357_Mexico,1,2
M035357_Brazil,2,1
M035358_Malta,0,2
M035358_Israel,2,0
M035359_North Macedonia,1,1
M035359_Slovakia,1,1
M035360_Slovenia,1,0
M035360_Serbia,0,1
W004498_Israel,1,6
W004498_Scotland,6,1
W004499_Bahrain,0,0
W004499_Jordan,0,0
W004500_United Arab Emirates,2,2
W004500_Iran,2,2
M035361_Grenada,1,1
M035361_Saint Vincent and the Grenadines,1,1
W004501_Vietnam,9,1
W004501_Singapore,1,9
W004502_Laos,11,0
W004502_Indonesia,0,11
W004503_Myanmar,2,0
W004503_Philippines,0,2
W004504_Thailand,8,1
W004504_Malaysia,1,8
W004505_Canada,3,1
W004505_Costa Rica,1,3
W004506_Laos,0,4
W004506_Vietnam,4,0
W004507_Singapore,1,3
W004507_Indonesia,3,1
W004508_Argentina,0,2
W004508_Brazil,2,0
W004509_Mexico,0,0
W004509_Chile,0,0
W004510_Colombia,1,0
W004510_Trinidad and Tobago,0,1
W004511_Malaysia,0,8
W004511_Myanmar,8,0
W004512_Philippines,1,5
W004512_Thailand,5,1
W004513_Indonesia,0,14
W004513_Vietnam,14,0
W004514_Chile,0,1
W004514_Colombia,1,0
W004515_Mexico,1,1
W004515_Trinidad and Tobago,1,1
W004516_Canada,1,0
W004516_Argentina,0,1
W004517_Brazil,2,1
W004517_Costa Rica,1,2
W004518_Laos,5,0
W004518_Singapore,0,5
W004519_Myanmar,1,3
W004519_Thailand,3,1
W004520_Philippines,2,2
W004520_Malaysia,2,2
W004521_Czech Republic,1,0
W004521_Portugal,0,1
W004522_Slovenia,1,2
W004522_Serbia,2,1
W004523_Croatia,0,3
W004523_Netherlands,3,0
W004524_Finland,6,0
W004524_Estonia,0,6
W004525_Wales,1,4
W004525_France,4,1
W004526_Denmark,3,0
W004526_Austria,0,3
W004527_Trinidad and Tobago,0,3
W004527_Chile,3,0
W004528_Mexico,1,0
W004528_Colombia,0,1
W004529_Costa Rica,3,3
W004529_Argentina,3,3
W004530_Brazil,0,0
W004530_Canada,0,0
W004531_Ukraine,0,0
W004531_Slovakia,0,0
W004532_Republic of Ireland,2,0
W004532_Israel,0,2
W004533_Romania,0,3
